RRHangTenHeph
Hard
9, 0, 3.182617,
9.5, 0, 3.381836,
11, 1, 3.985352,
11.5, 1, 4.18457,
13, 2, 4.782227,
13, 1, 4.782227,
13.5, 2, 4.982422,
13.5, 1, 4.982422,
15, 1, 5.570313,
15.5, 1, 5.767578,
17, 2, 6.365234,
17.5, 2, 6.566406,
19, 1, 7.15332,
19.5, 1, 7.367188,
21, 0, 7.949219,
21, 2, 7.949219,
21.5, 0, 8.149414,
21.5, 2, 8.149414,
23.5, 1, 8.950195,
24, 1, 9.150391,
24.5, 1, 9.348633,
25, 0, 9.548828,
25.5, 0, 9.749023,
27, 2, 10.33594,
27.5, 2, 10.53516,
29, 1, 11.13281,
29, 0, 11.13281,
29.5, 1, 11.33301,
29.5, 0, 11.33301,
31, 0, 11.93555,
31.5, 0, 12.13379,
33, 2, 12.71582,
33.5, 2, 12.91602,
35, 0, 13.51953,
35.5, 0, 13.71875,
37, 2, 14.31543,
37, 1, 14.31543,
37.5, 2, 14.51563,
37.5, 1, 14.51563,
39, 0, 15.10352,
39.5, 0, 15.30273,
41, 1, 15.89844,
41.5, 1, 16.09961,
43, 2, 16.70313,
43.5, 2, 16.90234,
45, 0, 17.49805,
45, 1, 17.49805,
45.5, 0, 17.68262,
45.5, 1, 17.68262,
47, 2, 18.28516,
47.5, 2, 18.48535,
49, 1, 19.08105,
49.5, 1, 19.2832,
51, 2, 19.86816,
51.5, 2, 20.06934,
53, 1, 20.66602,
53, 2, 20.66602,
53.5, 1, 20.86621,
53.5, 2, 20.86621,
55, 0, 21.46777,
55.5, 0, 21.66895,
57, 1, 22.26563,
57.5, 1, 22.4668,
59, 1, 23.05078,
59.5, 1, 23.25293,
61, 2, 23.84863,
62, 0, 24.25098,
62, 2, 24.25098,
63, 1, 24.65039,
64, 0, 25.03516,
64, 1, 25.03516,
65, 2, 25.43164,
65, 0, 25.43164,
65, 1, 25.43164,
66, 2, 25.83496,
66, 0, 25.83496,
67, 1, 26.23438,
68, 0, 26.63477,
68, 1, 26.63477,
69, 2, 27.03223,
70, 1, 27.43457,
70, 2, 27.43457,
71, 1, 27.81934,
71, 2, 27.81934,
71.5, 0, 28.01758,
72.5, 0, 28.41699,
73, 1, 28.61426,
73, 2, 28.61426,
74, 0, 29.0166,
74, 1, 29.0166,
75, 1, 29.41895,
75.5, 2, 29.61816,
76.5, 2, 30.00098,
77, 1, 30.21484,
77, 0, 30.21484,
78, 1, 30.59961,
78, 0, 30.59961,
79.5, 1, 31.20117,
79.5, 0, 31.20117,
80, 1, 31.40137,
80, 0, 31.40137,
81, 2, 31.79785,
82, 1, 32.19922,
82, 2, 32.19922,
83, 0, 32.58594,
83, 2, 32.58594,
84, 2, 32.98438,
84, 0, 32.98438,
84.5, 1, 33.18359,
85.5, 1, 33.58301,
86.5, 1, 33.98535,
87.5, 2, 34.38477,
87.5, 1, 34.38477,
89, 1, 34.98145,
90, 1, 35.36621,
90, 0, 35.36621,
91, 1, 35.76953,
92, 2, 36.16699,
92, 1, 36.16699,
94, 2, 36.9668,
94, 0, 36.9668,
95, 1, 37.35254,
96, 2, 37.75,
96, 1, 37.75,
97, 0, 38.14941,
98, 1, 38.5498,
98, 0, 38.5498,
99, 0, 38.95215,
99.5, 2, 39.15332,
100.5, 2, 39.55078,
VCS
101, 1, 39.74902,
102, 2, 40.13281,
102, 1, 40.13281,
103, 1, 40.53418,
103.5, 0, 40.73438,
104.5, 0, 41.13379,
105, 1, 41.33203,
105, 2, 41.33203,
106, 0, 41.7334,
106, 2, 41.7334,
107, 0, 42.13574,
107.5, 2, 42.31934,
107.5, 1, 42.31934,
108, 2, 42.51953,
108, 1, 42.51953,
108.5, 2, 42.71582,
108.5, 1, 42.71582,
109, 0, 42.91602,
110, 1, 43.31543,
110, 0, 43.31543,
111, 2, 43.7168,
111, 0, 43.7168,
112, 0, 44.11621,
112, 2, 44.11621,
112.5, 1, 44.31445,
113.5, 1, 44.71484,
114.5, 1, 45.09961,
116, 2, 45.70117,
116, 1, 45.70117,
117, 0, 46.10059,
118, 1, 46.49902,
118, 0, 46.49902,
119, 2, 46.90039,
120, 1, 47.28516,
120, 2, 47.28516,
121, 0, 47.68262,
122, 1, 48.08301,
122, 0, 48.08301,
123, 2, 48.4834,
124, 1, 48.88574,
124, 2, 48.88574,
125, 0, 49.28223,
125, 1, 49.28223,
125, 2, 49.28223,
127, 1, 50.06836,
127, 2, 50.06836,
129, 1, 50.86523,
129, 0, 50.86523,
132, 0, 52.06934,
132, 2, 52.06934,
133, 2, 52.46582,
135, 2, 53.25098,
135, 1, 53.25098,
138, 0, 54.44824,
139, 1, 54.83496,
139, 0, 54.83496,
140, 2, 55.23535,
141, 2, 55.63281,
144, 1, 56.83496,
145, 0, 57.23242,
145, 1, 57.23242,
147.5, 1, 58.21973,
147.5, 2, 58.21973,
149, 0, 58.81738,
150, 1, 59.21582,
151, 2, 59.61719,
151.5, 2, 59.80273,
152, 0, 60.00098,
152.5, 0, 60.20215,
153, 2, 60.40039,
154, 1, 60.7998,
155, 0, 61.20215,
