RRNecroSonatica
Impossible
9, 2, 3.100098,
9.5, 2, 3.30127,
10, 0, 3.484863,
10.5, 0, 3.686035,
11, 0, 3.871094,
11.25, 1, 3.969238,
11.5, 2, 4.071289,
11.75, 0, 4.171387,
12, 1, 4.269043,
12.25, 2, 4.370117,
12.5, 0, 4.452148,
12.75, 1, 4.551758,
13, 2, 4.650879,
13, 0, 4.650879,
14, 1, 5.034668,
14, 0, 5.034668,
14.5, 1, 5.236328,
14.5, 0, 5.236328,
15, 2, 5.436035,
15, 0, 5.436035,
15.5, 2, 5.621582,
16, 1, 5.821289,
16, 0, 5.821289,
16.5, 1, 6.002441,
17, 2, 6.201172,
17.25, 1, 6.299805,
17.5, 2, 6.400391,
17.75, 1, 6.483887,
18, 2, 6.584961,
18.25, 1, 6.685547,
18.5, 2, 6.785645,
18.75, 1, 6.885742,
19, 2, 6.970215,
19.25, 1, 7.071289,
19.5, 2, 7.168945,
19.75, 1, 7.271484,
20, 0, 7.371094,
20.25, 1, 7.453125,
20.5, 2, 7.552734,
20.75, 1, 7.652832,
21, 0, 7.752441,
21, 2, 7.752441,
22, 2, 8.134766,
22, 1, 8.134766,
22.5, 1, 8.334961,
23, 0, 8.520508,
23, 2, 8.520508,
23.5, 0, 8.72168,
24, 1, 8.903809,
24, 2, 8.903809,
24.5, 1, 9.103027,
25, 0, 9.303223,
25.25, 1, 9.401855,
25.5, 0, 9.484863,
25.75, 1, 9.584473,
26, 0, 9.68457,
26.25, 1, 9.785156,
26.5, 0, 9.884766,
26.75, 1, 9.969238,
27, 0, 10.06836,
27.25, 1, 10.16992,
27.5, 0, 10.27148,
27.75, 1, 10.36914,
28, 2, 10.45459,
28.25, 1, 10.55371,
28.5, 0, 10.65332,
28.75, 1, 10.75293,
29, 2, 10.85205,
29, 0, 10.85205,
29.5, 2, 11.03467,
29.5, 0, 11.03467,
30, 1, 11.23438,
30, 2, 11.23438,
30, 0, 11.23438,
31, 1, 11.62012,
31, 0, 11.62012,
31.5, 1, 11.81885,
31.5, 0, 11.81885,
32.5, 2, 12.2041,
33, 0, 12.40283,
33.25, 1, 12.48633,
33.5, 0, 12.58398,
33.75, 1, 12.68408,
34, 2, 12.78418,
34.25, 1, 12.88379,
34.5, 2, 12.98486,
34.75, 1, 13.06836,
35, 0, 13.16992,
35.25, 1, 13.26855,
35.5, 0, 13.37012,
35.75, 1, 13.45361,
36, 0, 13.55322,
36.25, 1, 13.6543,
36.5, 2, 13.75439,
36.75, 1, 13.85352,
37, 2, 13.93652,
37, 0, 13.93652,
38, 1, 14.33301,
38.5, 1, 14.51855,
39, 2, 14.71777,
39, 0, 14.71777,
39, 1, 14.71777,
39.5, 2, 14.90332,
40, 1, 15.10449,
40.5, 1, 15.30371,
41, 2, 15.48584,
41, 0, 15.48584,
41.5, 2, 15.68604,
42, 0, 15.88428,
42, 1, 15.88428,
42, 2, 15.88428,
42.5, 1, 16.06738,
43, 1, 16.26855,
43, 0, 16.26855,
43, 2, 16.26855,
43.5, 0, 16.45215,
44, 2, 16.6543,
44, 1, 16.6543,
44.5, 2, 16.85449,
45, 2, 17.0376,
45, 1, 17.0376,
45, 0, 17.0376,
46.5, 2, 17.61719,
47.5, 0, 18.00293,
48, 0, 18.20215,
48.5, 1, 18.40381,
49, 2, 18.58789,
49, 0, 18.58789,
50, 1, 18.98389,
