RRSpookhousePop
Easy
13, 2, 6.936523,
15, 0, 8.084961,
17, 2, 9.232422,
17, 1, 9.232422,
17, 0, 9.232422,
22, 0, 12.11646,
23, 2, 12.70142,
24, 1, 13.26978,
25, 0, 13.84839,
27, 2, 15.00146,
30, 0, 16.73315,
31, 2, 17.31616,
32, 1, 17.90234,
33, 0, 18.46558,
35, 1, 19.61768,
37, 2, 20.78394,
37, 1, 20.78394,
39, 1, 21.93286,
39, 0, 21.93286,
41, 2, 23.08472,
41, 1, 23.08472,
43, 0, 24.23633,
43, 1, 24.23633,
45, 2, 25.39941,
47, 0, 26.54907,
VCS
49, 1, 27.70264,
50, 1, 28.28223,
51, 1, 28.85156,
53, 1, 30.0166,
54, 1, 30.58594,
56, 0, 31.73218,
57, 2, 32.31982,
58, 2, 32.89966,
60, 2, 34.05225,
61, 1, 34.63159,
65, 1, 36.93408,
68, 2, 38.66699,
69, 2, 39.23413,
70, 2, 39.81592,
72, 0, 40.96606,
73, 0, 41.55029,
74, 0, 42.11938,
76, 2, 43.28491,
77, 2, 43.85107,
78, 2, 44.43359,
81, 2, 46.16748,
81, 0, 46.16748,
82, 2, 46.73633,
82, 0, 46.73633,
83, 2, 47.31665,
83, 0, 47.31665,
85, 0, 48.47021,
89, 0, 50.78198,
90, 1, 51.35205,
91, 2, 51.93335,
93, 2, 53.08447,
94, 1, 53.66626,
95, 0, 54.2334,
97, 0, 55.39844,
101, 2, 57.70093,
102, 1, 58.28467,
103, 0, 58.84863,
105, 0, 60.00049,
106, 1, 60.5835,
107, 2, 61.17017,
109, 2, 62.31812,
110, 1, 62.88574,
111, 0, 63.46582,
113, 1, 64.61841,
117, 2, 66.93311,
119, 1, 68.08179,
121, 0, 69.23462,
123, 0, 70.40234,
125, 1, 71.54932,
127, 1, 72.70093,
129, 0, 73.85132,
131, 1, 75.00049,
133, 0, 76.16602,
134, 0, 76.73486,
135, 0, 77.31958,
137, 2, 78.46851,
138, 2, 79.05103,
139, 2, 79.6167,
141, 2, 80.78418,
143, 1, 81.93628,
145, 0, 83.08423,
146, 0, 83.66968,
147, 1, 84.24902,
148, 2, 84.81885,
149, 0, 85.40112,
149, 1, 85.40112,
149, 2, 85.40112,
VCS
150, 1, 85.96631,
151, 1, 86.55176,
152, 1, 87.11621,
153, 0, 87.69995,
154, 1, 88.28418,
155, 1, 88.84961,
156, 1, 89.43311,
157, 2, 90.0022,
159, 0, 91.16675,
161, 2, 92.31519,
161, 1, 92.31519,
163, 0, 93.46851,
163, 1, 93.46851,
165, 2, 94.61938,
166, 1, 95.20044,
167, 1, 95.78296,
168, 0, 96.35181,
169, 1, 96.93408,
169, 2, 96.93408,
171, 1, 98.08643,
171, 0, 98.08643,
173, 2, 99.23535,
175, 0, 100.3994,
176, 0, 100.9695,
177, 2, 101.5503,
179, 0, 102.7021,
181, 1, 103.8513,
183, 2, 105.0146,
184, 1, 105.584,
185, 2, 106.1675,
187, 0, 107.3169,
188, 1, 107.885,
189, 0, 108.4658,
191, 1, 109.6169,
192, 2, 110.1987,
193, 0, 110.77,
195, 1, 111.9351,
196, 1, 112.5024,
197, 1, 113.0823,
199, 1, 114.2356,
200, 1, 114.8164,
201, 0, 115.3862,
205, 2, 117.6995,
209, 1, 120.0024,
211, 1, 121.1663,
212, 1, 121.7341,
217, 2, 124.6155,
219, 1, 125.782,
221, 0, 126.9365,
223, 2, 128.0852,
225, 1, 129.2334,
227, 1, 130.4004,
228, 1, 130.9673,
229, 0, 131.5525,
230, 0, 132.1162,
231, 0, 132.7012,
233, 2, 133.8489,
234, 2, 134.4353,
235, 2, 135.0015,
237, 0, 136.1697,
238, 0, 136.7332,
239, 0, 137.3162,
241, 2, 138.4656,
243, 0, 139.6177,
245, 1, 140.7839,
246, 1, 141.3513,
249, 0, 143.085,
250, 0, 143.6655,
251, 0, 144.2363,
253, 2, 145.3989,
254, 1, 145.97,
255, 0, 146.5488,
256, 1, 147.1179,
257, 0, 147.7026,
258, 1, 148.282,
259, 2, 148.8513,
261, 2, 150.0161,
262, 1, 150.5859,
263, 0, 151.1677,
265, 2, 152.3196,
265, 0, 152.3196,
267, 0, 153.4683,
267, 1, 153.4683,
269, 2, 154.6316,
269, 1, 154.6316,
VCS
271, 1, 155.7842,
271, 0, 155.7842,
273, 1, 156.9343,
274, 1, 157.5012,
275, 2, 158.083,
277, 1, 159.2341,
278, 1, 159.8157,
279, 0, 160.3857,
280, 1, 160.9661,
281, 1, 161.5503,
285, 1, 163.8508,
289, 0, 166.167,
291, 2, 167.3164,
293, 2, 168.4697,
295, 1, 169.6187,
296, 1, 170.2017,
297, 0, 170.782,
299, 2, 171.9333,
301, 1, 173.0847,
303, 2, 174.2349,
304, 2, 174.8176,
305, 1, 175.3982,
307, 0, 176.5513,
309, 2, 177.7009,
311, 0, 178.8486,
312, 0, 179.437,
313, 0, 180.0005,
313, 2, 180.0005,
315, 1, 181.1704,
315, 0, 181.1704,
317, 2, 182.3179,
317, 1, 182.3179,
319, 2, 183.4658,
319, 1, 183.4658,
319, 0, 183.4658,
VCS
321, 1, 184.6184,
325, 2, 186.9329,
325, 0, 186.9329,
326, 0, 187.5022,
327, 0, 188.0818,
329, 1, 189.2346,
329, 2, 189.2346,
330, 1, 189.8147,
331, 1, 190.4023,
333, 2, 191.5493,
333, 1, 191.5493,
334, 2, 192.1167,
335, 2, 192.7009,
337, 1, 193.8518,
337, 0, 193.8518,
338, 1, 194.4341,
339, 1, 195.0156,
341, 1, 196.1663,
341, 2, 196.1663,
342, 2, 196.7351,
343, 2, 197.3193,
345, 0, 198.4685,
345, 1, 198.4685,
346, 1, 199.051,
347, 1, 199.6165,
349, 1, 200.7842,
350, 0, 201.3496,
351, 0, 201.9365,
352, 1, 202.5161,
353, 2, 203.084,
354, 2, 203.6709,
355, 2, 204.2312,
356, 1, 204.8191,
357, 0, 205.4014,
358, 0, 205.9661,
359, 0, 206.5518,
360, 1, 207.1165,
361, 2, 207.7,
361, 0, 207.7,
362, 2, 208.2844,
362, 0, 208.2844,
363, 2, 208.8496,
363, 0, 208.8496,
365, 0, 210.0024,
366, 1, 210.5823,
367, 1, 211.167,
367, 0, 211.167,
367, 2, 211.167,
