RRMatriarch
Hard
13, 0, 4.980469,
14, 2, 5.381836,
15, 0, 5.801758,
17, 2, 6.629883,
18, 0, 7.048828,
19, 2, 7.451172,
21, 1, 8.28125,
25, 2, 9.948242,
25, 0, 9.948242,
29, 2, 11.59766,
29.33333, 2, 11.73145,
29.66667, 2, 11.86621,
30, 0, 12.01758,
31, 2, 12.41699,
31.33333, 2, 12.56641,
31.66667, 2, 12.7002,
32, 0, 12.83203,
33, 2, 13.24805,
34, 1, 13.66699,
35, 2, 14.08496,
36, 1, 14.49707,
37, 0, 14.89844,
37.33333, 0, 15.04785,
37.66667, 0, 15.18164,
38, 2, 15.31543,
39, 0, 15.73438,
39.33333, 0, 15.86719,
39.66667, 0, 16.01465,
40, 2, 16.14746,
41, 0, 16.56445,
42, 1, 16.9668,
43, 0, 17.38281,
44, 1, 17.79785,
45, 2, 18.21484,
45.33333, 2, 18.34961,
45.66667, 2, 18.4834,
46, 0, 18.63477,
47, 2, 19.05078,
47.33333, 2, 19.18262,
47.66667, 2, 19.31445,
48, 0, 19.46387,
49, 2, 19.86621,
50, 1, 20.28223,
51, 2, 20.7002,
51.33333, 1, 20.83203,
51.66667, 2, 20.98047,
52, 1, 21.11328,
53, 0, 21.5332,
53.33333, 0, 21.66699,
53.66667, 0, 21.80176,
54, 2, 21.93457,
55, 0, 22.34863,
55.33333, 0, 22.49707,
55.66667, 0, 22.62988,
56, 2, 22.76465,
57, 0, 23.18164,
57.33333, 1, 23.31641,
57.66667, 0, 23.45117,
58, 1, 23.60156,
59, 2, 24,
59.33333, 2, 24.14844,
59.66667, 2, 24.28027,
60, 1, 24.41406,
60.33333, 1, 24.56445,
60.66667, 1, 24.69922,
61, 0, 24.83398,
61, 2, 24.83398,
63, 1, 25.66504,
65, 0, 26.4834,
65, 2, 26.4834,
67, 2, 27.31445,
67, 0, 27.31445,
69, 0, 28.14941,
70, 0, 28.55176,
71, 0, 28.98047,
73, 2, 29.80176,
74, 2, 30.2168,
75, 2, 30.62988,
77, 2, 31.45117,
77, 0, 31.45117,
79, 1, 32.28125,
81, 2, 33.11719,
81, 0, 33.11719,
83, 2, 33.94824,
83, 0, 33.94824,
85, 2, 34.76758,
86, 2, 35.18262,
87, 1, 35.59766,
87, 2, 35.59766,
88, 1, 36.01758,
89, 0, 36.41699,
90, 0, 36.83203,
91, 0, 37.24805,
92, 1, 37.66699,
92, 0, 37.66699,
93, 1, 38.08496,
93, 2, 38.08496,
95, 0, 38.89844,
95, 1, 38.89844,
97, 2, 39.73438,
99, 0, 40.56543,
101, 1, 41.38281,
VCS
104, 1, 42.63477,
104.3333, 1, 42.76758,
104.6667, 1, 42.90137,
105.0257, 0, 43.0498,
107, 2, 43.86621,
109, 1, 44.7002,
111, 0, 45.5332,
113, 1, 46.34863,
115, 2, 47.18164,
117, 0, 48.01563,
118, 0, 48.41406,
118, 1, 48.41406,
119, 2, 48.83398,
