RROmandOn
Hard
9, 0, 3.569336,
11, 1, 4.453125,
12, 2, 4.901367,
12, 1, 4.901367,
13, 0, 5.335938,
13, 2, 5.335938,
15, 1, 6.237305,
16, 2, 6.669922,
16, 1, 6.669922,
17, 0, 7.121094,
17, 2, 7.121094,
19, 1, 8,
20, 2, 8.452148,
21, 2, 8.90332,
21, 0, 8.90332,
21, 1, 8.90332,
23, 1, 9.786133,
24, 0, 10.2373,
24, 1, 10.2373,
25, 2, 10.6709,
25, 0, 10.6709,
27, 1, 11.56738,
28, 0, 12.00391,
28, 1, 12.00391,
29, 2, 12.45508,
29, 0, 12.45508,
31, 1, 13.33691,
32, 0, 13.78809,
32, 1, 13.78809,
33, 2, 14.23535,
33, 0, 14.23535,
35, 1, 15.12012,
36, 2, 15.57129,
36, 0, 15.57129,
37, 0, 16,
37, 1, 16,
39.5, 2, 17.12109,
39.5, 1, 17.12109,
40.5, 2, 17.56836,
40.5, 0, 17.56836,
43, 1, 18.66895,
44, 0, 19.11621,
44, 2, 19.11621,
45, 2, 19.56934,
45, 1, 19.56934,
47.5, 1, 20.6709,
47.5, 0, 20.6709,
48.5, 1, 21.11914,
48.5, 2, 21.11914,
49.5, 0, 21.57031,
49.5, 2, 21.57031,
50.5, 2, 22.00391,
50.5, 1, 22.00391,
51.5, 0, 22.45215,
52, 2, 22.66992,
53, 2, 23.12207,
53, 0, 23.12207,
53, 1, 23.12207,
55.5, 0, 24.23535,
55.5, 1, 24.23535,
56.5, 0, 24.67188,
56.5, 2, 24.67188,
58.5, 2, 25.56934,
58.5, 1, 25.56934,
59.5, 1, 26.00195,
59.5, 0, 26.00195,
61, 2, 26.67188,
61, 1, 26.67188,
61, 0, 26.67188,
62, 1, 27.11914,
62, 0, 27.11914,
63, 0, 27.56934,
64, 2, 28.00488,
64, 1, 28.00488,
64, 0, 28.00488,
65, 2, 28.4541,
65, 1, 28.4541,
66, 2, 28.90234,
67, 1, 29.33691,
67, 0, 29.33691,
68, 2, 29.78809,
68, 1, 29.78809,
69, 0, 30.2373,
69, 2, 30.2373,
69, 1, 30.2373,
71, 1, 31.12012,
72, 2, 31.55566,
73, 1, 32.00195,
74, 1, 32.45215,
75, 1, 32.88965,
76, 0, 33.33691,
77, 1, 33.78711,
78, 1, 34.2373,
79, 1, 34.6709,
80, 2, 35.11719,
VCS
81, 1, 35.57031,
82, 2, 36.00488,
82, 1, 36.00488,
83, 0, 36.45313,
84, 1, 36.90039,
84, 0, 36.90039,
85, 2, 37.33691,
86, 1, 37.78809,
86, 2, 37.78809,
87, 1, 38.23633,
88, 0, 38.66895,
88, 1, 38.66895,
89, 0, 39.12109,
90, 2, 39.55566,
90, 0, 39.55566,
91, 1, 40,
91, 0, 40,
92, 1, 40.45313,
93, 2, 40.90234,
93, 1, 40.90234,
94, 0, 41.33691,
94, 2, 41.33691,
95, 1, 41.78711,
95, 2, 41.78711,
96, 0, 42.23633,
96, 1, 42.23633,
99, 0, 43.56934,
100, 1, 44.00391,
100, 0, 44.00391,
101, 2, 44.45508,
101, 1, 44.45508,
101, 0, 44.45508,
102, 1, 44.90137,
103, 2, 45.33594,
103, 0, 45.33594,
104, 1, 45.78809,
106.5, 2, 46.9043,
107, 1, 47.12109,
107, 2, 47.12109,
108, 0, 47.55566,
108, 2, 47.55566,
109, 2, 48.00195,
109, 0, 48.00195,
109, 1, 48.00195,
110, 1, 48.45215,
111, 2, 48.9043,
111, 0, 48.9043,
112, 0, 49.33887,
112, 2, 49.33887,
112, 1, 49.33887,
112.5, 0, 49.56934,
112.5, 2, 49.56934,
115, 2, 50.6709,
116, 0, 51.11914,
116, 2, 51.11914,
117, 1, 51.56934,
118, 1, 52.00488,
118, 0, 52.00488,
119, 2, 52.45508,
119, 0, 52.45508,
120, 1, 52.90234,
121, 1, 53.33789,
121, 2, 53.33789,
